Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/security-state-staging/intermediates/90ad777b-e189-4b7d-88e7-5865bcdd50f9.pem-286,8,42,15,79,19.81,0.00%,0.23523,0.6,0.1,2619
/security-state-staging/intermediates/f538856a-1986-4ea8-9af5-e9a9636d887e.pem-288,8,45,18,60,12.74,0.00%,0.23548,0.61,0.1,2668
/security-state-staging/intermediates/68708c8c-138c-4ee0-a5c4-66532b7b641e.pem-289,8,47,15,84,26.74,0.00%,0.23532,0.52,0.1,2282
/security-state-staging/intermediates/d68b50e2-f640-4c14-8f8d-3d06895fa5dd.pem-290,8,28,16,38,6.94,0.00%,0.23563,0.5,0.1,2193
/security-state-staging/intermediates/bceea9fa-e4b3-4241-b6a6-400d7eff3735.pem-275,8,40,18,73,17.18,0.00%,0.23578,0.57,0.1,2489
/security-state-staging/intermediates/69c28a8d-33ee-4e47-bb72-44abfc083dca.pem-291,8,40,14,64,16.94,0.00%,0.23611,0.52,0.1,2258
/security-state-staging/intermediates/9fcf94ff-9fb8-4a24-a227-cc9c133af787.pem-292,8,39,14,69,19.93,0.00%,0.23625,0.72,0.1,3103
/security-state-staging/intermediates/5e91cd24-d2d6-4885-96ae-f41fd7f2fa91.pem-293,8,24,14,36,7.63,0.00%,0.23652,0.58,0.1,2514
/security-state-staging/intermediates/3db62490-3f0e-45c1-b32e-72a8327a43d8.pem-298,8,25,15,42,10.17,0.00%,0.23664,0.57,0.1,2469
/security-state-staging/intermediates/df08562c-f117-43d1-a40a-3997497594ad.pem-296,8,34,19,47,8.14,0.00%,0.23648,0.6,0.1,2602
/security-state-staging/intermediates/33210e93-8625-445b-8a01-f0880f97112a.pem-297,8,42,15,117,30.67,0.00%,0.2359,0.43,0.1,1888
/security-state-staging/intermediates/a2a04dfe-6201-4d0a-b8cf-80d2975bfb51.pem-299,8,23,14,30,5.97,0.00%,0.2358,0.51,0.1,2233
/security-state-staging/intermediates/6bb7cf22-95ce-47fd-a9cb-82d4ddb64e6b.pem-295,7,32,16,95,26.08,0.00%,0.2064,0.7,0.09,3460.6
/security-state-staging/intermediates/e04bb898-e61a-4362-98f8-e5c0e0559cd6.pem-294,7,49,16,112,34.06,0.00%,0.20633,0.58,0.09,2867.6
/security-state-staging/intermediates/b0359886-f578-4ff8-b6f6-68c9c49ac966.pem-300,7,45,14,112,30.3,0.00%,0.20668,0.45,0.09,2221
/security-state-staging/intermediates/045aac79-cc35-49db-8b4d-0666190c0af9.pem-302,7,32,19,65,14.53,0.00%,0.20676,0.53,0.09,2619
/security-state-staging/intermediates/b1facc0e-29f8-46fb-aa78-793969728b53.pem-301,7,127,15,729,245.87,0.00%,0.20689,0.31,0.09,1539
/security-state-staging/intermediates/e42e0283-11fb-4d68-9fdc-e27de55696c0.pem-303,6,91,13,222,93.1,0.00%,0.17721,0.31,0.07,1807
/security-state-staging/intermediates/f2a467cf-852a-4877-8297-d067155b948c.pem-304,6,145,20,619,213.1,0.00%,0.17719,0.34,0.07,1941.3
/security-state-staging/intermediates/2377fa54-4f75-4365-adcf-533a61b44d4d.pem-305,6,56,15,145,44.34,0.00%,0.17728,0.39,0.07,2262
/security-state-staging/intermediates/16c579d8-6440-475f-8026-f61d70b2e561.pem-307,6,56,16,120,34.88,0.00%,0.17733,0.5,0.07,2908
/security-state-staging/intermediates/0486c6f8-9242-436a-ac4b-f79e0190ac35.pem-306,6,43,15,62,17.27,0.00%,0.17722,0.39,0.07,2234
/security-state-staging/intermediates/a2c07257-f449-4845-8a46-396088d1f54d.pem-308,6,55,19,120,33.63,0.00%,0.1772,0.5,0.07,2904
/security-state-staging/intermediates/a15cc313-776e-4ddc-8dee-23a7bc052cd2.pem-309,6,42,19,85,21.68,0.00%,0.17723,0.43,0.07,2493
/security-state-staging/intermediates/b2f31954-4fc2-49aa-b47a-a4f8bc93b301.pem-310,6,32,14,57,14.1,0.00%,0.1773,0.32,0.07,1827
/security-state-staging/intermediates/b5ade449-4506-4a44-87eb-1f9505aa417a.pem-311,6,37,15,65,18.01,0.00%,0.17733,0.39,0.07,2258
/security-state-staging/intermediates/ff509022-df05-462c-8f12-7d582a910132.pem-312,6,50,35,80,16.12,0.00%,0.17724,0.38,0.07,2168
/security-state-staging/intermediates/729b520d-7781-44fd-a627-50fb1479e236.pem-313,6,39,15,61,17.18,0.00%,0.17736,0.39,0.07,2229
/security-state-staging/intermediates/1d17c147-7074-4238-a5f3-2afbfe4c0bd9.pem-314,6,53,14,77,23.7,0.00%,0.17754,0.42,0.07,2412
/security-state-staging/intermediates/4707fc72-bf42-4ca1-b92f-0e6c478b196a.pem-315,6,51,14,74,22.28,0.00%,0.17806,0.31,0.07,1762
/security-state-staging/intermediates/289d0bfa-f60b-4593-a2a6-fc2e5548b6cb.pem-316,6,56,14,101,27.96,0.00%,0.17836,0.31,0.07,1782
/security-state-staging/intermediates/ad60497c-1544-4bff-98ec-e53c67af444a.pem-317,7,49,19,76,18.94,0.00%,0.20826,0.45,0.09,2190.3
/security-state-staging/intermediates/233bd648-66bc-440b-8b31-293196be1b49.pem-318,7,81,14,389,126.4,0.00%,0.20864,0.36,0.09,1790.4
/security-state-staging/intermediates/e653ac73-2a44-4cf2-a0dd-085d990af883.pem-319,7,114,15,563,184.68,0.00%,0.20869,0.51,0.09,2505.6
/security-state-staging/intermediates/e8727b1e-db90-43a1-896d-acfa3849475f.pem-320,7,44,14,78,24.6,0.00%,0.20885,0.37,0.09,1831
/security-state-staging/intermediates/c7908f51-74f4-4f42-83ae-1aea4789362b.pem-321,7,73,14,212,63.63,0.00%,0.20894,0.54,0.09,2627
/security-state-staging/intermediates/96b5681d-2aaa-4dac-9827-d0a896818604.pem-322,7,48,13,120,34.69,0.00%,0.20912,0.44,0.09,2147.3
/security-state-staging/intermediates/b10cbda6-5d12-47d2-b428-377602c98dfd.pem-323,7,57,15,194,57.55,0.00%,0.20924,0.39,0.09,1912
/security-state-staging/intermediates/78768961-a784-4914-826d-12a0730f7d2f.pem-324,7,127,17,548,178.33,0.00%,0.20921,0.36,0.09,1786
/security-state-staging/intermediates/a350f8ab-6eeb-43db-a3d4-37d09ca42bc3.pem-325,8,65,18,220,63.79,0.00%,0.23917,0.68,0.1,2908
/security-state-staging/intermediates/da84341e-9c4a-411d-81b2-cba5084edf77.pem-326,8,39,17,80,25.13,0.00%,0.2397,0.6,0.1,2583
/security-state-staging/intermediates/c89b46ba-6440-4252-8a78-01ab1f7fa2b5.pem-327,8,34,14,73,21.85,0.00%,0.23973,0.43,0.1,1819
/security-state-staging/intermediates/1d1ab64c-f64a-4919-aace-65e8529d7d55.pem-328,8,45,14,120,30.39,0.00%,0.23959,0.51,0.1,2193
/security-state-staging/intermediates/ce362e8f-6a48-4236-a1d6-2a63778041fc.pem-329,8,34,14,60,16.91,0.00%,0.23923,0.66,0.1,2839
/security-state-staging/intermediates/921ccf85-810d-4dac-aa21-7f10573415c2.pem-330,8,47,15,96,24.94,0.00%,0.23866,0.69,0.1,2948
/security-state-staging/intermediates/2b6e11e8-fc81-45eb-9865-4123414df1e4.pem-331,8,29,15,73,17.59,0.00%,0.23855,0.68,0.1,2903.4
/security-state-staging/intermediates/e4bdfc10-cf3c-4f1d-8566-19d3353552f5.pem-332,8,41,15,81,24.25,0.00%,0.23842,0.42,0.1,1819
/security-state-staging/intermediates/42580e0c-abd4-4f8d-a88f-f7cbd167e898.pem-333,8,184,13,1278,413.46,0.00%,0.23849,0.64,0.1,2767.4
/security-state-staging/intermediates/fbb7342f-2e0d-4f3b-8dc3-9f69e60e0638.pem-334,8,30,16,56,15.72,0.00%,0.24782,0.53,0.1,2192.5
/security-state-staging/intermediates/f238a915-dd39-437d-96c4-daca3c66e661.pem-335,8,22,14,38,7.42,0.00%,0.24849,0.54,0.1,2241
/security-state-staging/intermediates/d9278d38-64f1-4628-b185-a021cc542517.pem-336,8,27,12,59,17.03,0.00%,0.24853,0.39,0.1,1624
/security-state-staging/intermediates/1a77e1c3-b927-44ab-96bf-2e72de1a7f04.pem-337,8,53,13,211,62.05,0.00%,0.24855,0.52,0.1,2148
/security-state-staging/intermediates/069b42b2-4592-4d14-8a72-aec786fb8af9.pem-338,8,32,15,76,23.55,0.00%,0.24869,0.63,0.1,2599
/security-state-staging/intermediates/ce167ca1-2411-4863-820e-956dec419f09.pem-339,8,33,16,72,20.15,0.00%,0.2487,0.65,0.1,2688.5
/security-state-staging/intermediates/eaf84a71-fc34-486e-afdf-26e1ecaca22a.pem-341,8,29,14,47,12.98,0.00%,0.24873,0.55,0.1,2258.5
/security-state-staging/intermediates/b6d9843d-8dea-45b8-acba-752b6481c4e7.pem-342,8,175,14,1211,391.39,0.00%,0.24874,0.55,0.1,2273.9
/security-state-staging/intermediates/b1dae52e-fa30-4d0b-bfd3-410952ab066e.pem-345,8,29,20,61,12.24,0.00%,0.25825,0.56,0.11,2212.5
/security-state-staging/intermediates/b22276db-4c8e-4141-a014-1fe8448280d6.pem-340,8,24,16,39,9,0.00%,0.25862,0.45,0.11,1789.5
/security-state-staging/intermediates/d6a8096b-9b05-41b8-984a-b244edc193b6.pem-346,8,47,14,188,55.02,0.00%,0.25884,0.68,0.11,2675.4
/security-state-staging/intermediates/66fe1f2b-f2db-4f71-b2a3-71ed411360c0.pem-344,8,35,15,75,19.31,0.00%,0.25925,0.7,0.11,2778
/security-state-staging/intermediates/08ed8214-4b33-43b4-8ba3-b97456144534.pem-347,8,36,16,71,21.21,0.00%,0.2595,0.58,0.11,2304.9
/security-state-staging/intermediates/104f20f8-b19b-47ab-900b-8d1023c6ef8e.pem-343,8,55,14,230,67.59,0.00%,0.25953,0.44,0.11,1754
/security-state-staging/intermediates/d5d6b138-b20a-438c-bed9-6af0e662b862.pem-349,8,41,14,101,34.05,0.00%,0.26136,0.64,0.11,2501
/security-state-staging/intermediates/fc98d0bf-3fd0-4144-8840-b8ab888570c1.pem-350,9,34,19,82,18.13,0.00%,0.2948,0.85,0.12,2937
/security-state-staging/intermediates/22ac570b-4cc3-4c17-9e18-d971ddf56a48.pem-351,9,31,16,88,21.4,0.00%,0.29536,0.63,0.12,2180
/security-state-staging/intermediates/73b48642-48c6-4e2b-8618-80c484befb9e.pem-352,9,59,14,360,106.22,0.00%,0.29596,0.51,0.12,1771.3
/security-state-staging/intermediates/4d9a3627-f2bf-46be-8d65-0d6e16607a5c.pem-353,9,33,15,121,32.37,0.00%,0.29967,0.76,0.12,2599
/security-state-staging/intermediates/ad34e608-081b-4ce8-83f8-80bf15e28c0e.pem-354,10,35,17,104,24.36,0.00%,0.33412,0.68,0.14,2081
/security-state-staging/intermediates/23e4caa9-34aa-417e-96d6-0cbe09fe2c1b.pem-355,10,26,15,49,11.93,0.00%,0.33512,0.78,0.14,2379
/security-state-staging/intermediates/7a4e3658-6b03-4543-9e0b-5aba562bebeb.pem-356,10,23,14,50,9.83,0.00%,0.33553,0.79,0.14,2412
/security-state-staging/intermediates/403eee64-4e15-4445-9125-880c50700edc.pem-357,10,27,16,47,9.36,0.00%,0.33556,0.86,0.14,2639.4
/security-state-staging/intermediates/5bd158ec-9b1a-4f28-a72f-d1df9f315007.pem-359,10,22,16,47,9.09,0.00%,0.33578,0.58,0.14,1770
/security-state-staging/intermediates/fe06a439-e718-4f32-9f86-6496f932e53b.pem-358,10,30,13,118,30.41,0.00%,0.33586,0.76,0.14,2310
/security-state-staging/intermediates/eec72944-f23d-4fd7-af54-2e8bef884ac3.pem-360,10,22,15,38,8.2,0.00%,0.33598,0.91,0.14,2769.3
/security-state-staging/intermediates/2cc945f7-048e-49d1-9db7-21562f2a4653.pem-361,10,22,16,35,7.14,0.00%,0.33598,0.93,0.14,2829.7
/-348,10,316,176,390,77.24,0.00%,0.33386,1.66,0.15,5096
/security-state-staging/intermediates/18e448e1-105d-4af6-aed2-c3b148c16b31.pem-362,10,37,14,127,36.12,0.00%,0.33629,0.63,0.14,1915.6
/security-state-staging/intermediates/1a96dd1e-3da0-45c3-af06-b3f0b4132469.pem-363,10,33,15,111,29.14,0.00%,0.33695,0.72,0.14,2188.4
/security-state-staging/intermediates/19849d6e-4747-43ee-8681-ec845c5cc334.pem-364,10,30,13,70,17.85,0.00%,0.33758,0.73,0.14,2213
/security-state-staging/intermediates/05064024-e55d-4a24-8af1-a623cb42e66d.pem-365,10,23,13,68,15.48,0.00%,0.33823,0.77,0.14,2335
/security-state-staging/intermediates/b4662a9d-42c8-4b80-a96b-dfc5d52e4bf7.pem-366,10,23,14,97,24.4,0.00%,0.3388,0.71,0.14,2148
/security-state-staging/intermediates/34069b00-c339-4852-bd44-2c39ed72658f.pem-367,10,35,15,162,42.48,0.00%,0.33959,0.88,0.14,2660
/security-state-staging/intermediates/03bffa5d-f6c2-4e19-9cc3-8703ad8b63a7.pem-368,10,44,14,176,44.8,0.00%,0.34111,0.93,0.14,2777.4
/security-state-staging/intermediates/bb452f94-c0b6-479f-b577-d019a89c31d7.pem-375,10,29,14,115,29.21,0.00%,0.34296,0.79,0.14,2367
/security-state-staging/intermediates/1e2884de-0e02-466d-87d3-08333e45105e.pem-376,9,28,14,87,21.88,0.00%,0.30964,0.69,0.13,2280.4
/security-state-staging/intermediates/46790f31-f30a-4ebc-a8bd-affde0c28bbf.pem-377,9,23,13,83,21.29,0.00%,0.3104,0.8,0.13,2635
/security-state-staging/intermediates/173a1a2d-4f59-4194-99eb-916147b82f27.pem-378,9,29,14,85,21.38,0.00%,0.31114,0.88,0.13,2891
/security-state-staging/intermediates/b367aa12-6056-49e2-b8bc-e3e1a2120b35.pem-379,9,30,13,94,24.49,0.00%,0.3118,0.69,0.13,2258
/security-state-staging/intermediates/0ff9bf8a-8c2d-458a-843f-714bb4ae0838.pem-380,9,24,13,60,15.95,0.00%,0.31268,0.64,0.13,2091.4
/security-state-staging/intermediates/9cd7eebb-6d48-4abe-94a1-d32e3376bc95.pem-381,8,33,14,83,21.97,0.00%,0.27835,0.53,0.11,1957
/security-state-staging/intermediates/bfd5cec4-42a7-4b3b-b908-8fee3edce79d.pem-382,8,33,13,86,30.08,0.00%,0.27903,0.75,0.12,2765
/security-state-staging/intermediates/2185c65c-d2c0-4ba3-8bf8-6da756924b30.pem-383,8,33,13,68,18.59,0.00%,0.27931,0.73,0.12,2684
/security-state-staging/intermediates/b355804b-4052-46bc-8216-e19067687e45.pem-384,8,41,15,96,25.52,0.00%,0.27938,0.42,0.12,1550
/security-state-staging/intermediates/be5afe2d-0613-41bb-a455-fa59165d360a.pem-385,8,35,15,97,25.84,0.00%,0.27905,0.79,0.12,2899
/node_modules/jquery/dist/jquery.min.js-373,7,232,87,335,111.9,0.00%,0.24384,8.56,0.09,35936.4
/security-state-staging/intermediates/dbb82e4f-7aec-48a0-ac02-21ed8c89e97c.pem-386,7,25,14,48,12.57,0.00%,0.24659,0.51,0.1,2136
/css/latostyle.css-371,6,277,48,391,107.29,0.00%,0.20939,0.21,0.08,1006.8
/node_modules/video.js/dist/video-js.min.css-370,7,262,117,397,84.41,0.00%,0.24553,2.98,0.1,12435.3
/security-state-staging/intermediates/39747309-5dcc-499d-b5fe-d02d1627de6a.pem-387,7,45,13,206,65.78,0.00%,0.249,0.43,0.1,1758
/css/latofonts.css-372,8,294,261,355,27.31,0.00%,0.28402,0.36,0.11,1300.1
/security-state-staging/intermediates/cad5f6b5-2734-4acd-93bf-834cf09b57f9.pem-388,8,33,14,62,18.47,0.00%,0.28631,0.72,0.12,2579
/security-state-staging/intermediates/462c6883-febc-43cb-a54c-b1a9342fa047.pem-389,9,32,14,67,18.43,0.00%,0.3225,0.7,0.13,2237
/security-state-staging/intermediates/80e952ea-02dd-40b2-9b1d-7cc71c4315a3.pem-390,9,23,13,66,15.72,0.00%,0.32272,0.63,0.13,2006
/node_modules/bootstrap/dist/css/bootstrap.min.css-369,10,274,57,331,75.11,0.00%,0.35869,9.95,0.15,28414
/node_modules/video.js/dist/video.min.js-374,10,341,132,514,106.74,0.00%,0.35881,56.41,0.14,160980.2
/security-state-staging/intermediates/f2d71897-6ff6-41e1-b3e6-65dc5b946850.pem-392,10,34,15,61,14.58,0.00%,0.36306,0.99,0.15,2782
/security-state-staging/intermediates/038b81ab-4eff-4d41-90a4-8f4f86b72f6b.pem-395,10,23,14,56,12,0.00%,0.36361,0.74,0.15,2083
/security-state-staging/intermediates/5194afcf-779a-4b67-8a2c-d2d678abc8e2.pem-394,10,26,14,92,22.27,0.00%,0.36475,0.59,0.15,1660.4
/security-state-staging/intermediates/b3ac4b57-3de7-499a-b496-5f0d967cd4fd.pem-398,10,30,14,124,32.24,0.00%,0.36578,1.04,0.15,2899
/security-state-staging/intermediates/c1d38581-09c8-4632-b7fd-8fef7af079de.pem-400,10,26,15,49,11.26,0.00%,0.36618,0.94,0.15,2639
/security-state-staging/intermediates/2b8e2bc0-c68e-4dce-9e23-322c77fed80d.pem-405,10,24,14,43,10.26,0.00%,0.36649,0.99,0.15,2757
/security-state-staging/intermediates/0e5c6bab-00ba-4b47-8e40-654d140bf187.pem-404,10,28,14,86,22.34,0.00%,0.36629,0.95,0.15,2664
/security-state-staging/intermediates/e953b38b-8f78-45ce-a629-abedac23b9e6.pem-401,10,27,14,70,16.75,0.00%,0.36678,0.78,0.15,2180
/security-state-staging/intermediates/f2773561-f2a2-40fa-ad5d-27944e0e90af.pem-403,10,34,14,92,27.75,0.00%,0.3672,0.99,0.15,2761.4
/security-state-staging/intermediates/86a79f6f-14ab-4ade-a0ec-33f05a4994dd.pem-406,10,27,14,51,13.78,0.00%,0.36761,0.59,0.15,1640
/security-state-staging/intermediates/412937b3-4c01-460f-919e-91f7868ee734.pem-407,10,31,17,69,18.22,0.00%,0.36793,0.99,0.15,2765
/node_modules/tether/dist/js/tether.min.js-393,10,241,48,299,88.52,0.00%,0.36834,3.32,0.14,9232.3
/imgs/front.jpg-399,10,176,54,301,106.9,0.00%,0.36876,8.98,0.14,24949
/js/index.js-396,10,231,53,372,106.06,0.00%,0.36631,1.05,0.13,2931.5
/node_modules/bootstrap/dist/js/bootstrap.min.js-397,10,270,173,343,38.68,0.00%,0.36759,5.56,0.15,15499.4
/security-state-staging/intermediates/fefa5d10-d98f-4287-9506-4f85b5b19311.pem-408,10,39,15,212,57.88,0.00%,0.37205,1,0.15,2743
/security-state-staging/intermediates/3e50c772-6e6b-44a6-a9ca-2b159d8e0abb.pem-410,10,25,15,55,11.32,0.00%,0.37474,0.96,0.15,2623.4
/security-state-staging/intermediates/3f1383e4-4860-4b8b-bf8b-eac0b66ceb61.pem-409,10,21,14,41,9.95,0.00%,0.37487,0.75,0.15,2059
/security-state-staging/intermediates/6cc7acac-4c52-41c2-aa25-5c066d9c2b1d.pem-411,10,28,13,59,15.02,0.00%,0.37518,0.83,0.15,2274
/security-state-staging/intermediates/0abef2b9-f3eb-4326-b533-c2518a91342f.pem-412,10,25,14,46,9.94,0.00%,0.3756,1.05,0.16,2875
/security-state-staging/intermediates/569425e5-70f5-4d17-9375-130302d7faca.pem-413,10,28,14,60,16.78,0.00%,0.37504,0.93,0.15,2533.6
/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js-391,10,307,103,461,86.7,0.00%,0.37121,26.45,0.15,72968.5
/bm.png-402,10,311,47,537,126.5,0.00%,0.37117,1.55,0.14,4263
/security-state-staging/intermediates/3b6fca76-7f63-404d-9abf-7ab592b983fd.pem-417,10,52,13,127,44.96,0.00%,0.37693,0.69,0.16,1876
/security-state-staging/intermediates/ead2cc1f-3b5a-4901-9bef-7454e11f15e1.pem-419,10,31,15,88,21.57,0.00%,0.37655,1.02,0.16,2778
/security-state-staging/intermediates/b20d43ab-f8ba-4334-9fe7-9761a8c8df5b.pem-420,10,21,14,54,11.32,0.00%,0.37706,1.03,0.16,2796.4
/security-state-staging/intermediates/30fc0da8-fbce-4173-8b65-04302c315cb1.pem-421,10,23,13,86,21.28,0.00%,0.37743,1.02,0.16,2757
/security-state-staging/intermediates/ab68565f-3826-44b7-a2c2-b26eacf94668.pem-423,10,27,15,56,14.16,0.00%,0.3779,1.05,0.16,2847
/security-state-staging/intermediates/1cd64f4c-6774-4383-aea2-1be395858f0e.pem-422,10,25,14,74,16.64,0.00%,0.37877,0.86,0.16,2331
/security-state-staging/intermediates/cc8a3501-4e66-4b5b-9d98-d401566c67e8.pem-426,10,20,14,33,6.83,0.00%,0.37959,0.67,0.16,1794.4
/security-state-staging/intermediates/fd03be7e-e416-420c-a8c0-2b829c362d52.pem-425,10,30,15,97,23.88,0.00%,0.37984,0.82,0.16,2213
/security-state-staging/intermediates/72a185d7-4eb2-47d8-b2a4-e045b0a06de6.pem-427,10,22,15,34,6.43,0.00%,0.37991,1.17,0.16,3159
/security-state-staging/intermediates/c13e4075-4455-4d13-b078-eb10f272dd6f.pem-428,10,25,16,57,11.72,0.00%,0.38011,1.09,0.16,2948.9
/nexus1.jpg-416,10,299,63,479,102.94,0.00%,0.37411,12.47,0.14,34140
/security-state-staging/intermediates/6f24bdbe-5332-48da-8591-994a182c5271.pem-429,10,33,13,112,31.93,0.00%,0.37982,0.57,0.16,1534.4
/security-state-staging/intermediates/a7a30d9c-6953-4f41-8b0e-5c00269c7884.pem-430,10,26,14,82,19.04,0.00%,0.38062,0.76,0.16,2053.6
/security-state-staging/intermediates/9feab4a5-669f-46c9-9f31-2d561a1fc8de.pem-431,10,29,13,64,15.74,0.00%,0.38149,0.96,0.16,2577.6
/security-state-staging/intermediates/8e947df6-4c32-4098-ade0-96dc5f789020.pem-432,10,45,15,120,39.36,0.00%,0.38213,0.74,0.16,1989
/Samsung1.jpg-415,10,220,58,387,129.51,0.00%,0.38288,10.35,0.15,27679.8
/css/fonts/Lato-Regular.woff2-414,10,307,98,514,118.37,0.00%,0.38317,68.48,0.17,183009
/security-state-staging/intermediates/dee40a5f-efa0-4a09-8a63-181ab2062fb5.pem-433,10,40,13,114,35.25,0.00%,0.39062,0.81,0.16,2119
/security-state-staging/intermediates/58e032c9-3739-4306-b3be-d1a171c32836.pem-434,10,32,14,93,23.67,0.00%,0.39211,0.99,0.16,2591
/config.json-424,10,246,51,576,148.99,0.00%,0.39274,0.19,0.17,506.5
/security-state-staging/intermediates/9c145580-394f-4fa2-a6f7-4b69b25217ba.pem-435,10,27,14,70,16.44,0.00%,0.40145,0.69,0.17,1758
/iphone1.jpg-418,10,271,66,418,95.04,0.00%,0.40153,13.68,0.15,34899.8
/security-state-staging/intermediates/de9b3e8a-9359-4fdf-803d-cc3302061a0d.pem-438,10,50,13,143,48.97,0.00%,0.40489,1.04,0.17,2635
/security-state-staging/intermediates/b9c0be27-667a-4073-b981-b75d445af54d.pem-436,10,41,14,122,34.82,0.00%,0.40357,0.92,0.17,2331
/security-state-staging/intermediates/856df076-8668-4af6-a815-a46aefc6687e.pem-437,10,36,14,104,29.01,0.00%,0.40463,1.08,0.17,2729
/security-state-staging/intermediates/97909fb6-ddc3-470e-be2b-383bf9c3f177.pem-439,10,36,14,125,30.95,0.00%,0.40527,0.92,0.17,2322.3
/security-state-staging/intermediates/1c8b5b0a-6ce6-460c-b68c-5b9e6dcd4acd.pem-440,10,32,14,87,22.54,0.00%,0.40578,0.81,0.17,2046
/security-state-staging/intermediates/45cec3c7-5837-4564-ae9a-ca159c42fdae.pem-441,10,19,14,40,7.31,0.00%,0.40657,0.87,0.17,2193
/security-state-staging/intermediates/453adbd2-22ff-42b4-92ed-171fb792efa3.pem-442,10,22,14,57,12.95,0.00%,0.407,1,0.17,2522
/security-state-staging/intermediates/2a9db6d2-ba72-49aa-a083-f23d88661c4b.pem-444,10,24,14,61,15.84,0.00%,0.40773,0.66,0.17,1648
/security-state-staging/intermediates/9e9ff0f0-f45d-41dc-8a17-414e7c15f484.pem-443,10,23,14,69,15.81,0.00%,0.4085,0.91,0.17,2274
/security-state-staging/intermediates/06349813-d93c-441c-a351-17e576175b0e.pem-446,10,26,14,52,10.46,0.00%,0.4088,0.72,0.17,1811
/security-state-staging/intermediates/a9cbcbd0-800f-442e-8f52-903325a5ee23.pem-447,10,29,14,79,24.08,0.00%,0.40791,1.03,0.17,2591
/about_demo_hls_600k.m3u8-448,10,142,87,260,57.39,0.00%,0.4052,2.48,0.16,6257.4
/security-state-staging/intermediates/de87ee5e-fc90-47ae-a551-27f45867b68c.pem-449,10,53,14,138,42.1,0.00%,0.40561,0.82,0.17,2059
/security-state-staging/intermediates/4ebda4af-1b27-4b52-bf3e-baac3a47d395.pem-450,10,21,13,50,10.51,0.00%,0.40665,0.89,0.17,2241.4
/security-state-staging/intermediates/0abdba7c-086e-4aef-bf18-86e3082d8261.pem-452,10,39,14,83,30.15,0.00%,0.40722,1.1,0.17,2769
/security-state-staging/intermediates/a9cbd897-053a-41e4-8393-6d04c9bc1206.pem-451,10,34,14,136,39.35,0.00%,0.4088,0.87,0.17,2175.6
/security-state-staging/intermediates/c4ef2e24-67be-4d3f-9009-505483ee22cc.pem-453,10,38,13,153,43.03,0.00%,0.40995,0.74,0.17,1847
/security-state-staging/intermediates/072d3e2f-c6d6-4fad-b857-dd2ce6d10d88.pem-454,10,22,13,38,7.76,0.00%,0.41117,0.76,0.17,1888
/security-state-staging/intermediates/34d6fd53-d5dd-4289-aa37-161e72f0a7e9.pem-455,10,25,15,58,16.02,0.00%,0.41086,0.93,0.17,2309.3
/security-state-staging/intermediates/5ce080da-dabc-4e36-8b5a-0e36fecb1504.pem-456,10,23,15,69,15.63,0.00%,0.41154,0.74,0.17,1847
/security-state-staging/intermediates/27c32677-48fe-4613-8b2f-ca869cef0d85.pem-457,10,21,15,49,9.9,0.00%,0.41246,1.05,0.17,2595
/security-state-staging/intermediates/7152e9d3-3a75-4a64-a243-62e63233c96e.pem-459,10,21,13,56,12.12,0.00%,0.413,0.92,0.17,2286.4
/entries-445,10,505,372,849,136.46,0.00%,0.3999,0.64,0.15,1626.9
/security-state-staging/intermediates/1dc83dc9-3eb5-4f1a-b57c-b793fc38ab0c.pem-458,10,28,17,72,15.19,0.00%,0.40573,0.97,0.17,2457
/security-state-staging/intermediates/1e7b3b95-827d-4d57-82a5-e199120f0c80.pem-460,10,47,15,125,34.62,0.00%,0.4056,0.84,0.17,2132
/security-state-staging/intermediates/5df58a07-e383-4a1a-8af4-9471aa61c013.pem-461,10,46,15,129,37.06,0.00%,0.40538,1.09,0.17,2763.1
/security-state-staging/intermediates/8b16acf6-9f74-495d-a9f0-b039aa0c54b5.pem-462,10,26,16,66,15.45,0.00%,0.40612,1.03,0.17,2594.3
/security-state-staging/intermediates/79818100-f277-4947-a852-dfbece0f18ac.pem-463,10,17,13,29,4.47,0.00%,0.40637,0.82,0.17,2066.9
/security-state-staging/intermediates/a8e67472-ca0f-418d-8e14-eded55f5c9b6.pem-464,10,22,14,58,12.55,0.00%,0.4057,1.1,0.17,2781.3
/security-state-staging/intermediates/73b1704d-b140-489e-a73d-4b23fc14264f.pem-465,10,16,14,24,2.91,0.00%,0.40586,0.72,0.17,1815
/security-state-staging/intermediates/02ea376f-2b25-48af-aa1a-bbc3ae4d927a.pem-466,10,21,13,43,10.24,0.00%,0.40604,0.76,0.17,1908
/security-state-staging/intermediates/98a3c55c-3f5d-4937-9389-3ca882ba85cf.pem-469,10,29,13,51,14.14,0.00%,0.40607,0.9,0.17,2264.6
/security-state-staging/intermediates/2f74d7af-2322-481e-bf37-db31a0ed200e.pem-474,10,45,14,160,43.23,0.00%,0.40543,0.67,0.17,1704.3
/security-state-staging/intermediates/3b3e6534-12f9-4116-b098-a1615312a950.pem-475,10,35,14,167,44.59,0.00%,0.40603,0.86,0.17,2160
